Geneid,phage__lbmm_t15__2,phage__lbmm_phage_t05__2,phage__lbmm_phage_t10__1,phage__lbmm_phage_t15__1,phage__lbmm_t10__1,phage__lbmm_t05__2,phage__lbmm_phage_t00__1,phage__lbmm_t05__1,phage__lbmm_t00__1,phage__lbmm_t10__2,phage__lbmm_phage_t15__2,phage__lbmm_phage_t00__2,phage__lbmm_phage_t05__1,phage__lbmm_t15__1,phage__lbmm_phage_t10__2,phage__lbmm_t00__2
b1544,0,22,6,10,0,1,0,0,1,2,29,16,6,0,33,0
b1545,1,10,3,0,0,1,0,0,0,0,8,4,2,1,6,1
b1546,75,92,122,83,56,62,48,68,30,38,99,155,89,53,84,81
b1547,3,23,36,14,10,7,8,32,3,8,36,20,12,15,17,16
b1548,12,16,22,22,15,10,10,16,5,9,15,14,22,11,14,20
b4533,2,25,16,27,8,9,1,18,0,9,11,5,8,17,21,10
b1549,15,28,62,48,19,27,23,15,26,19,52,125,37,25,59,44
b1550,437,934,2386,1324,819,831,429,593,455,414,758,1033,1160,621,693,592
b1551,4,2,6,6,6,1,2,2,1,2,2,2,3,3,4,6
b4749,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
b4724,2,1,0,0,0,2,0,0,0,2,14,0,0,0,5,2
b1552,8,1,18,24,5,4,3,2,1,2,23,14,5,8,5,2
b1553,7,4,7,11,10,1,4,2,2,7,8,9,5,2,12,6
b4689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b1554,5,22,23,36,9,13,6,16,5,11,35,36,8,5,7,17
b1555,9,26,35,21,9,3,4,14,1,7,10,26,17,9,16,13
b1556,5,15,22,6,10,1,2,5,5,3,7,5,11,8,2,8
b1557,299,320,294,454,118,213,77,72,53,99,650,251,171,183,256,137
b1558,170,59,159,201,32,37,41,17,31,31,424,270,83,56,102,76
b4750,5,0,4,0,4,5,6,3,2,1,2,2,0,4,0,2
b1559,112,154,273,224,163,82,71,119,72,90,186,231,194,109,175,110
b1560,6,14,37,37,9,10,4,12,6,9,41,12,16,22,5,18
b1561,19,45,48,42,40,30,24,34,23,14,36,43,33,35,40,37
b1562,27,50,70,46,33,19,21,24,19,16,37,77,41,24,52,24
b1563,98,176,353,255,197,108,131,95,125,89,286,334,256,108,207,145
b1564,66,96,295,210,130,80,71,92,83,64,119,177,131,111,125,103
b1565,4,4,2,6,5,7,8,3,0,2,2,8,6,3,1,7
b1566,33,41,6325,3660,4316,24,802,1381,760,28,30,22,2776,2643,33,23
b1567,10,14,43,40,27,10,15,30,8,10,5,9,34,20,15,15
b1568,4,13,49,33,28,12,15,30,4,6,42,36,30,12,23,19
b1569,1,11,16,8,1,3,1,3,2,1,13,7,5,4,6,3
b1570,314,485,733,729,378,286,274,219,282,227,630,802,539,409,515,475
b1571,14,15,36,21,27,8,8,18,10,9,10,31,36,17,13,13
b1572,6,8,27,8,14,4,7,10,5,1,12,8,14,11,3,6
b1573,15,15,28,24,15,8,10,16,13,4,27,29,25,15,7,18
b1575,2,1,12,5,1,0,1,3,4,1,0,1,12,3,3,2
b1576,6,1,2,0,7,3,1,0,4,1,3,2,0,1,0,1
b1577,7,22,41,26,33,7,21,18,21,9,45,39,28,12,17,16
b1578,1,1,5,6,2,3,2,5,8,1,11,8,7,0,4,5
b1579,13,58,58,55,30,24,16,51,7,21,52,37,37,20,30,40
b4534,1,0,3,1,0,0,0,2,0,2,0,0,0,0,1,0
b1580,8,11,32,19,11,10,22,27,14,9,29,28,18,12,7,23
b1581,8,11,42,27,32,10,12,26,16,7,31,26,36,13,17,11
b1582,25,26,44,45,16,12,18,19,19,16,43,31,36,29,33,17
b1583,193,653,897,600,460,289,157,282,171,236,645,932,594,328,588,384
b1584,185,342,459,352,253,195,124,161,134,129,329,557,319,169,332,264
b1585,206,594,959,653,490,325,168,354,143,264,447,732,651,374,471,380
b1586,18,17,23,25,16,10,4,5,8,8,21,13,26,12,19,10
b1587,47,83,385,206,184,64,17,56,12,128,72,309,73,126,187,128
b1588,300,492,434,715,272,288,59,96,56,265,727,255,156,418,408,116
b1589,60,66,59,114,38,56,16,14,16,45,135,49,21,39,94,22
b1590,186,219,276,286,170,140,71,105,78,130,381,218,178,179,236,90
b1591,172,225,487,508,227,120,100,127,82,127,443,273,318,171,314,109
b1592,8,11,15,4,7,6,12,9,12,9,30,38,11,7,10,17
b1593,34,1531,2782,1485,1303,975,81,391,98,905,121,1560,984,741,1701,1049
b1594,368,645,2960,1807,1841,300,1176,1258,1030,1460,688,1571,2472,1021,2614,983
b1595,21,28,47,37,37,28,18,32,7,20,12,73,45,19,29,24
b1596,16,32,44,57,20,19,9,33,15,7,35,46,57,26,34,24
b1597,1,3,17,7,10,7,0,7,2,7,12,17,2,4,9,4
b4601,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
b1598,72,173,343,254,187,90,63,146,45,119,173,335,245,146,204,166
b1599,3,7,4,2,5,14,9,2,3,2,3,10,1,5,5,3
b1600,78,18,42,19,31,83,82,37,48,26,29,40,27,21,17,102
b1601,11,40,94,39,51,29,6,21,5,32,3,39,23,33,58,36
b1602,696,1269,3547,2300,2105,660,609,951,594,639,1401,2088,1821,1289,1273,838
b1603,1534,2694,8271,4991,4779,1572,1588,2677,1536,1823,3517,4794,5466,2790,3322,2401
b1604,666,995,1988,1500,1009,613,468,562,444,598,1481,1272,1042,800,1159,634
b1605,194,110,78,168,41,66,70,21,59,28,362,47,15,82,88,18
b1606,96,97,106,118,37,37,47,25,45,33,177,95,58,52,87,38
b1607,17,5,29,41,16,4,12,19,12,3,42,10,34,19,17,11
b1608,24,39,71,65,46,41,22,31,18,36,56,68,68,47,50,58
b1609,46,55,113,67,38,25,20,31,13,34,52,95,56,33,54,41
b1610,47,111,162,120,91,52,54,85,44,45,101,174,114,68,96,56
b1611,137,171,1318,862,713,77,169,556,149,86,454,665,1105,448,157,356
b1612,3329,6706,15311,12828,9361,3807,2522,6073,2084,2589,9646,15205,12813,6931,4577,8317
b1613,499,1043,1612,1216,951,566,270,402,311,544,1145,1195,841,714,1084,538
b1614,1935,3663,5900,4978,3502,2062,1426,1690,1440,1614,3976,4006,3264,3024,3163,1989
b1615,19,49,130,123,57,19,11,69,6,16,79,114,108,75,25,47
b1616,14,20,94,93,42,19,5,39,6,21,68,68,57,73,21,31
b1617,108,235,659,607,373,158,132,257,84,87,229,458,458,343,140,255
b1618,189,159,589,536,383,111,216,156,197,233,379,335,250,398,391,196
b1619,52,168,430,252,248,104,117,228,151,104,155,746,413,155,175,359
b1620,58,87,418,362,245,56,107,127,73,153,120,251,218,180,303,193
b1621,74,18,184,186,102,27,112,85,129,73,155,272,132,109,96,110
b1622,153,120,344,427,204,72,174,149,138,104,343,571,337,208,169,247
b1623,328,745,1430,995,739,432,188,209,167,554,502,758,498,550,881,368
b1624,178,265,407,393,245,170,113,180,106,121,417,445,297,175,227,197
b4409,10,128,96,48,57,33,15,36,18,34,38,133,42,47,141,49
b1625,50,166,359,185,148,77,62,82,77,80,145,381,160,108,218,145
b1626,107,78,192,160,83,58,47,29,48,41,166,276,86,92,109,128
b1627,108,41,104,110,30,35,78,21,73,36,194,223,46,64,40,79
b1628,85,127,83,97,28,69,89,28,70,21,255,140,55,63,65,37
b1629,1670,1509,966,1935,578,712,1174,294,1073,522,2670,392,702,1018,1072,241
b1630,183,294,133,284,75,120,120,53,124,78,433,91,79,121,167,49
b1631,245,522,230,373,129,225,179,66,161,99,577,210,158,168,234,132
b1632,139,394,204,220,113,243,150,87,151,87,350,255,116,111,141,122
b1633,85,562,228,273,84,184,187,106,200,97,334,340,199,118,202,168
b1634,1352,1860,1799,2247,964,927,1069,708,984,666,2713,729,1422,1109,1492,266
b1635,419,885,1430,990,955,494,241,610,245,493,880,1151,929,609,812,703
b1636,585,752,819,813,490,383,248,243,193,373,1360,568,483,458,775,224
b1637,3092,4425,5230,5059,3006,2405,2522,1911,2321,1922,6858,3772,3854,2802,4015,1704
b1638,651,1032,961,1020,523,651,353,344,369,518,1575,1154,735,417,1034,426
b1639,7,27,27,20,16,7,6,16,6,8,14,33,28,9,12,10
b1640,68,172,456,235,198,85,44,103,53,111,198,375,223,143,232,117
b1641,709,1325,2506,1981,1358,906,629,740,600,826,1521,1956,1321,1194,1533,950
b1642,1197,1835,3874,3086,2012,1013,739,1019,745,1029,2624,2555,2229,1590,2174,1119
b1643,3,5,7,4,3,3,5,5,4,2,15,26,3,1,4,3
b1644,62,69,81,88,52,47,52,47,45,27,116,94,54,39,48,70
b1645,29,28,53,52,25,15,22,19,17,15,38,41,19,16,40,19
b1646,122,124,394,348,238,132,64,74,43,167,236,330,190,168,191,228
b1647,260,441,1023,800,583,219,162,210,153,341,571,927,382,556,709,427
b1648,4,10,20,13,12,0,1,5,3,3,10,2,7,1,7,7
b1649,157,123,127,123,82,63,76,49,57,47,284,153,117,64,91,52
b1650,417,304,583,616,305,182,155,159,131,184,822,220,358,340,395,92
b1651,662,872,1529,1193,970,525,413,482,387,574,1314,839,894,807,896,588
b1652,184,164,118,169,92,116,103,34,121,64,438,170,92,93,174,66
b1653,410,419,502,620,242,255,70,101,68,244,819,519,228,266,507,218
b1654,1852,2296,4829,3910,2813,1304,1502,1409,1667,1353,4277,2809,2712,2279,2483,1305
b1655,343,415,1010,798,335,293,346,249,338,393,720,1122,503,395,808,609
b1656,1800,3260,3895,3899,1917,1937,1023,1001,1040,1545,3832,3853,2016,2305,3083,1669
b1657,98,129,84,50,34,69,9,26,8,30,168,39,53,37,69,36
b4602,5,6,22,16,3,11,0,5,1,6,0,2,7,3,3,4
b1658,1431,755,694,837,465,565,667,310,704,342,2935,792,604,465,841,386
b1659,43,82,216,139,120,64,54,84,50,52,80,174,127,65,99,74
b1660,55,500,251,320,165,310,43,61,42,163,78,330,133,208,233,114
b1661,408,1144,1014,586,565,620,240,314,275,767,1050,1474,560,346,1432,706
b1662,917,1727,3869,2632,2356,1004,556,1164,601,1114,2211,2145,2433,1583,2154,944
b1663,103,100,204,178,114,86,65,103,69,37,149,169,116,95,87,100
b1664,1196,1729,3864,2711,2512,1038,770,1145,782,1006,2469,2235,2264,1577,1909,1328
b1667,76,78,261,202,146,77,71,65,76,65,153,174,98,126,121,97
b1668,21,15,49,51,14,16,7,17,14,18,45,29,18,11,16,9
b1669,47,27,48,58,27,20,26,45,13,20,78,62,23,29,38,46
b1670,28,22,38,47,22,12,14,26,8,15,64,70,29,25,20,18
b1671,13,13,31,49,12,18,3,18,6,19,20,24,16,32,27,22
b1672,28,29,103,117,53,25,9,35,12,33,52,109,51,57,91,47
b1673,50,76,216,165,86,44,27,32,12,137,78,293,55,108,219,104
b1674,10,18,91,66,63,18,3,23,3,48,24,48,9,47,71,38
b1675,114,114,324,211,129,99,70,58,43,137,135,117,114,118,129,119
b1676,5855,10042,9074,8370,5038,6113,4757,3463,5164,5606,12660,6680,6353,4917,12117,2794
b1677,4452,11509,17629,16402,5116,5077,2581,2310,2274,3617,15623,13478,7078,5394,10656,3989
b1678,90,218,328,242,172,122,83,111,51,136,191,374,167,145,186,182
b1679,11,34,115,75,61,30,15,19,13,17,8,54,40,36,30,30
b1680,20,105,283,201,186,92,48,46,56,44,76,142,148,78,82,70
b1681,19,161,358,186,282,93,96,90,93,49,44,225,185,118,68,86
b1682,14,97,238,118,153,48,58,65,55,18,14,144,144,50,37,70
b1683,16,139,455,194,236,123,120,196,112,38,50,316,378,105,56,146
b1684,4,76,80,31,31,19,16,38,23,6,13,102,113,8,10,21
b1685,17,55,10,12,4,34,1,1,0,8,18,19,6,4,21,10
b1686,139,184,730,449,351,87,64,138,89,123,432,293,302,257,224,113
b1687,524,463,1882,1356,1101,308,261,502,267,350,1065,806,1042,676,592,364
b1688,127,250,322,287,189,149,146,149,143,132,277,398,255,164,200,144
b1689,5,17,44,27,20,3,10,27,2,11,11,10,10,26,31,13
b1690,3,18,6,12,13,5,6,14,1,7,8,19,3,2,8,16
b1691,5,10,5,17,8,13,1,18,2,0,13,5,1,3,6,15
b1692,16,10,18,10,27,14,9,30,5,13,11,14,5,16,17,15
b1693,39,153,396,236,190,44,25,85,26,63,154,242,185,98,164,70
b1694,12,28,42,50,21,10,8,20,3,8,6,39,11,21,19,12
b1695,12,20,42,32,21,13,10,22,2,13,33,22,17,26,22,16
b1696,44,133,255,133,142,73,51,94,41,107,130,378,169,69,193,157
b1697,12,16,19,12,10,3,3,6,4,2,7,18,10,9,11,14
b1698,5,15,19,4,2,4,3,8,4,9,5,11,8,3,9,7
b1699,6,10,16,36,6,6,7,13,5,7,0,22,10,10,7,11
b1700,1,1,0,0,0,1,0,0,0,1,0,1,0,0,2,0
b1701,6,11,11,17,10,4,5,17,7,6,16,25,5,3,14,12
b1702,3277,458,920,2594,524,248,159,176,132,326,7043,804,285,1257,847,491
b1703,95,109,202,152,108,87,26,73,34,71,219,258,110,82,121,126
b1704,186,190,171,184,98,144,141,82,99,58,352,224,141,101,109,125
b1705,1,5,5,3,1,1,0,3,2,0,1,4,10,0,0,0
b1706,419,751,857,726,498,420,427,411,364,301,819,682,837,414,532,326
b1707,231,287,274,229,159,183,58,105,59,175,463,797,203,138,342,321
b1708,64,121,278,245,148,72,35,137,43,74,101,307,188,122,157,148
b1709,158,277,359,251,189,137,106,77,98,131,324,391,216,144,275,212
b1710,227,487,575,405,272,224,120,147,88,196,601,583,364,248,481,230
b1711,134,188,210,224,142,129,78,82,64,77,273,260,115,98,171,128
b1712,918,1377,2966,2432,1131,610,688,618,641,636,2124,1419,1761,1087,1665,685
b1713,9338,15078,16830,17171,9377,6739,9295,6446,9155,6208,24254,11278,13697,8497,14973,5704
b1714,3745,4819,4245,4923,2598,2360,3611,1855,3236,1992,7817,2691,3505,2695,3846,1492
b1715,2,0,0,0,1,0,0,2,0,0,0,0,0,3,0,1
b1716,9897,18484,21829,20906,8808,9257,12987,8343,13175,6471,27471,18694,17799,9196,17142,7458
b1717,4099,5150,9421,8893,3921,3805,5363,3533,5403,2845,7131,5717,8047,3842,5018,3313
b1718,78699,133397,124295,120678,71755,56677,86457,55260,82536,54127,207897,114213,112599,65225,119855,56750
b1719,18128,35493,30691,30286,15745,16678,12804,9370,12869,13848,50049,33090,20225,14761,34444,11999
b4494,25,50,50,54,24,20,16,56,5,20,47,47,19,23,22,34
b4535,1,0,6,2,3,4,4,3,0,3,0,2,2,4,0,4
b1722,565,533,426,592,279,346,658,239,650,171,1164,478,454,333,374,189
b1723,69,160,242,179,128,140,30,54,26,116,147,288,117,73,205,155
b1724,230,639,732,577,391,299,98,183,119,295,644,1006,358,308,623,314
b1725,96,130,796,690,501,72,23,79,32,415,190,559,131,423,710,423
b1726,425,653,814,781,400,363,302,304,296,338,835,914,629,380,689,450
b1727,424,595,926,721,454,296,211,320,259,312,1089,796,637,355,620,350
b1728,24,53,69,52,48,28,25,28,41,19,77,98,77,31,78,45
b1729,35,57,146,106,56,25,36,28,32,29,89,98,58,46,77,58
b1730,8,8,17,12,4,3,5,12,3,2,11,15,13,4,9,12
b1731,90,109,101,133,80,50,68,65,62,49,171,136,115,60,91,73
b1732,6,29,71,54,33,17,19,38,17,20,37,42,56,37,30,25
b1733,114,128,184,151,70,56,41,62,25,70,229,190,109,79,112,110
b1734,95,80,84,87,48,44,23,50,19,28,210,46,47,53,55,44
b1735,153,219,312,278,176,94,71,124,60,88,413,350,190,145,232,118
b1736,113,163,387,290,174,81,76,106,67,94,310,240,226,158,191,92
b1737,93,65,168,155,79,50,49,55,50,83,166,188,72,99,166,66
b1738,84,139,440,321,205,54,61,102,58,158,368,296,192,174,434,96
b1739,65,74,287,179,170,85,49,104,43,64,83,131,172,119,90,112
b1740,990,1278,3948,2690,2336,767,560,1049,562,1110,2328,1702,2284,1641,1659,892
b1741,33,65,74,71,55,44,22,48,17,33,90,174,60,49,69,57
b1742,2,15,526,595,241,7,194,123,153,7,4,4,301,261,15,12
b1743,58,174,198,214,90,104,38,55,50,49,184,211,95,103,126,81
b1744,3,12,35,30,16,6,1,5,1,1,12,15,24,12,1,6
b1745,6,13,35,22,16,14,10,12,4,6,28,37,25,16,20,16
b1746,9,14,59,24,35,7,3,16,2,4,14,26,26,21,19,10
b1747,1,8,31,13,8,1,1,4,6,0,5,4,8,5,0,4
b1748,4,11,55,30,28,5,4,51,10,1,6,9,61,17,13,11
b1749,756,1068,964,830,541,652,506,380,479,374,1576,1281,709,492,690,749
b1750,5,8,17,19,22,24,2,10,3,7,1,34,7,9,18,21
b1751,33,159,194,149,97,103,32,32,32,97,69,244,42,84,108,124
b1752,10,24,34,20,18,18,5,4,6,20,37,26,13,5,26,13
b1753,17,46,78,74,38,21,11,24,9,44,34,73,34,34,63,45
b1754,31,55,81,75,30,28,23,24,8,28,61,55,55,24,44,36
b1755,14,11,8,25,18,11,5,5,3,10,30,9,10,8,15,11
b1756,2,21,28,17,8,20,12,8,5,5,27,9,19,10,25,9
b1757,50,206,467,320,254,198,28,38,32,182,99,377,110,168,306,185
b1758,39,39,61,62,25,30,27,17,27,20,57,64,31,18,33,46
b1759,18,22,65,51,22,15,26,14,19,29,52,30,56,23,32,29
b1760,2,9,83,47,38,4,9,24,20,4,10,9,48,18,3,7
b1761,221,552,1583,831,806,323,107,618,132,277,589,1041,1326,441,495,452
b1762,90,75,76,99,32,44,29,32,26,59,162,109,80,45,94,42
b1763,1304,1709,2233,2249,1251,1088,872,770,743,957,2666,1908,1598,1140,1594,846
b1764,956,1478,2557,1939,1510,894,604,783,659,841,1883,2001,1603,1127,1547,1014
b1765,373,628,1192,785,718,332,203,418,197,274,783,788,742,499,513,395
b1766,733,1143,1500,1207,868,639,462,648,395,511,1662,1142,1290,734,1040,503
b1767,375,485,399,513,231,276,252,171,287,174,857,342,345,260,423,135
b1768,1042,1386,1307,1445,616,662,699,461,762,525,2759,646,1004,681,1281,261
b1769,21,35,59,60,33,20,38,54,37,15,69,102,41,16,30,48
b1770,225,266,1372,998,741,147,569,437,650,259,521,1172,918,519,557,459
b1771,48,99,134,128,41,55,18,37,14,27,71,90,38,68,65,51
b1772,93,130,205,234,92,65,19,50,31,60,194,155,109,114,88,68
b1773,50,99,133,168,82,46,19,47,16,42,188,130,83,109,65,61
b1774,83,39,199,220,88,58,36,91,27,21,147,177,156,101,39,72
b1775,36,15,122,104,58,15,26,35,15,16,44,57,72,63,24,36
b1776,25,24,188,169,92,11,34,63,31,26,74,37,101,74,42,44
b1777,219,151,678,457,414,130,250,382,237,169,612,377,533,325,306,234
b1778,608,686,2160,1662,883,231,520,886,508,376,2406,1222,2110,701,1067,440
b1779,16463,24544,37996,31051,20806,15741,8300,10074,8977,16818,31292,27154,17738,19631,31313,12958
b1780,416,808,1398,941,654,537,172,276,215,654,849,1112,542,517,1196,450
b1781,108,112,244,202,133,41,43,59,28,72,205,124,110,120,101,66
b1782,1115,1242,1518,1490,967,789,1425,935,1566,489,2348,1285,1410,833,1105,697
b1783,96,178,388,261,203,105,44,102,35,97,162,408,158,129,176,181
b1784,14,42,82,47,27,29,8,31,5,16,43,79,27,33,43,47
b1785,8,65,36,40,20,33,16,14,13,22,42,83,19,20,29,59
b1786,171,206,256,241,134,144,105,64,149,70,398,416,110,139,174,213
b1787,109,300,281,245,158,112,99,84,75,122,244,266,183,127,239,126
b1788,0,0,4,1,4,3,1,5,2,3,0,0,1,5,0,8
b1789,27,33,38,28,10,13,15,12,10,14,29,36,18,11,36,10
b1790,34,98,106,87,71,55,28,54,32,54,50,167,147,66,101,106
b1791,37,53,46,59,34,36,18,18,19,22,119,21,20,44,58,14
b1792,44,123,263,172,127,68,29,62,19,75,122,141,89,123,117,80
b1793,51,46,131,85,52,45,13,32,20,34,80,79,71,40,62,35
b1794,688,872,699,766,337,506,267,285,263,322,1408,1116,630,378,852,509
b4676,28,3,21,20,20,31,12,24,17,19,5,4,13,19,1,31
b4675,2,0,0,0,2,6,3,0,1,2,0,0,0,1,0,5
b1795,148,244,371,259,209,156,91,95,94,164,285,202,215,149,252,175
b1796,3,11,16,13,12,18,2,3,0,16,4,19,4,5,8,8
b1797,29,114,88,58,46,57,11,18,18,69,91,142,41,23,114,79
b1798,66,49,183,145,74,47,47,34,64,52,151,230,87,59,119,126
b1799,91,63,1038,694,541,42,143,165,120,472,213,665,306,453,743,434
b1800,50,77,144,63,81,33,21,78,17,39,89,110,82,59,56,63
b1801,3,7,27,23,13,2,7,12,6,3,9,7,3,0,10,6
b1802,5,24,32,36,20,3,9,20,8,1,17,38,24,18,13,16
b1803,26,34,87,53,37,16,11,31,8,9,86,36,50,37,18,31
b1804,1041,1137,953,1216,519,586,742,435,685,424,2032,737,822,652,866,332
b1805,697,685,446,826,280,322,527,180,464,178,1391,191,318,408,357,101
b1806,643,581,452,644,234,344,370,111,345,175,1305,313,231,328,356,126
b1807,635,528,330,430,181,368,401,93,335,192,1390,400,229,262,436,188
b1808,492,578,552,581,328,303,205,182,217,214,907,525,395,291,469,225
b1809,182,361,630,550,360,228,172,201,220,173,480,378,423,285,358,215
b1810,130,140,328,262,172,111,57,83,67,115,280,270,162,173,189,123
b1811,58,80,126,133,53,47,37,42,40,43,83,56,64,62,54,73
b1812,221,336,240,298,168,204,177,166,157,98,530,339,285,129,215,128
b1813,43,72,124,71,53,53,24,39,50,27,109,88,84,38,63,53
b1814,1396,963,1457,1349,837,599,548,499,615,544,2907,1209,986,772,1037,608
b1815,16,31,8,11,11,15,7,2,7,3,34,37,15,7,13,18
b1816,1091,1416,1276,1530,897,746,484,489,457,685,1837,985,975,867,1483,485
b4751,47,67,33,29,28,13,10,12,19,25,80,38,30,30,29,19
b1817,5512,3279,15946,9095,8216,2004,4531,5996,4386,7580,10261,10773,11059,5185,13160,4944
b1818,3307,2884,10116,6480,4697,1343,1972,2926,1851,3181,8103,8100,6252,3169,7395,2576
b1819,5319,3682,12843,8970,7713,2137,2341,3988,2025,3287,9788,7753,7614,4828,5064,3227
b1820,112,62,199,113,74,77,62,104,51,53,274,237,159,53,94,65
b1821,82,61,160,131,81,62,89,41,115,60,109,445,54,77,77,241
b1822,567,591,407,529,186,382,325,134,338,201,1045,411,269,324,387,234
b1823,3763,1954,5789,6047,3388,2951,1087,1660,1139,2700,3506,3002,2308,4396,2662,2720
b1824,2978,4233,9360,8721,2784,2881,1044,1583,942,2045,6201,5651,3478,4156,5059,2429
b1825,221,208,283,215,141,217,124,73,127,120,320,172,174,137,204,175
b1826,15,122,60,55,35,23,9,17,9,10,127,115,45,21,124,12
b4536,54,46,108,87,47,31,28,50,42,28,43,79,78,51,43,30
b1827,2929,3654,5462,5015,3099,1997,2788,1725,2618,2601,5901,5112,3375,2957,4684,2551
b1828,56,53,45,56,26,33,28,29,16,12,202,65,24,41,43,13
b1829,1029,1126,1595,1886,904,598,523,552,501,485,2128,655,1239,937,882,414
b1830,6529,7635,7073,8636,3869,3649,2990,2588,2727,2820,14031,3778,5710,4469,5256,1500
b1831,4633,5608,5791,6019,3249,2851,3639,2673,3518,2690,11130,4673,5792,3056,5209,2314
b1832,738,1346,2903,1900,1412,652,514,1201,603,737,1916,1948,2553,1088,1545,832
b1833,103,138,101,168,72,76,38,48,43,61,210,159,95,82,116,88
b1834,391,534,610,543,285,334,216,184,237,229,894,567,332,285,498,223
b1835,387,585,233,348,124,250,238,85,171,116,894,318,184,161,254,120
b1836,22,9,19,23,12,20,13,16,11,21,18,0,21,17,3,10
b1837,14,62,62,51,17,10,5,14,10,8,29,39,38,13,37,15
b1838,4,13,30,23,28,7,9,25,7,9,19,38,30,14,16,25
b1839,149,339,824,605,296,207,134,230,130,174,488,458,514,208,338,201
b1840,245,919,1022,770,469,262,197,343,199,227,1065,1482,860,328,991,312
b1841,113,346,630,381,306,210,123,258,112,155,304,419,543,180,307,178
b1842,66,93,197,146,85,80,94,88,89,31,136,206,160,93,104,81
b1843,68,96,99,103,56,63,50,68,52,42,126,125,60,47,96,83
b1844,52,110,215,128,89,65,34,60,24,60,138,252,130,53,139,96
b1845,404,586,747,632,477,316,137,265,150,303,872,660,513,320,534,270
b1846,226,289,533,325,276,126,36,73,33,271,287,283,173,213,401,187
b1847,266,447,504,484,232,309,143,122,146,224,503,425,324,192,434,228
b1848,308,497,388,397,230,358,166,184,150,286,576,391,270,240,513,244
b1849,464,47,31,43,23,22,44,29,38,29,1188,31,32,25,70,22
b1850,416,497,838,830,493,363,271,219,326,342,741,712,428,469,586,287
b1851,1176,1522,2939,2162,1798,920,890,726,836,1373,2107,1748,1478,1340,2002,1001
b1852,3242,5420,13797,10743,8341,3225,3188,3902,3002,3251,6718,6482,7864,6034,5675,3133
b1853,567,374,2828,2472,1421,254,561,513,601,955,1259,2510,1175,1337,2211,1120
b1854,3126,3446,7270,6517,3644,2231,906,1376,814,2801,6648,6615,2851,3589,4813,2939
b1855,1001,1347,1159,1227,678,702,692,527,644,450,2185,1466,985,665,932,712
b1856,799,659,760,993,386,369,372,263,379,352,1686,888,575,444,735,414
b1857,1990,2179,3975,3299,2114,1212,1409,1364,1438,1408,4251,2545,2748,1537,2683,1124
b1858,105,193,177,171,84,114,79,57,70,58,156,229,134,86,152,98
b1859,68,121,121,114,55,100,56,39,58,45,179,204,61,44,115,93
b1860,289,506,608,433,364,305,186,218,209,250,700,752,448,225,464,316
b1861,357,636,756,645,415,378,220,244,236,298,807,774,524,318,650,351
b4677,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0
b1862,7,10,25,14,7,11,2,7,5,2,14,24,13,7,7,6
b1863,697,1012,722,916,393,481,540,275,455,449,1702,706,523,470,1035,319
b1864,4164,6816,6186,6373,3193,3390,3477,2057,3448,2987,10177,5647,4218,3111,6499,2552
b1865,4697,7561,6546,7225,3218,2898,3265,1570,3070,2868,13540,4803,4303,3161,7452,2077
b1866,6191,8324,6724,6980,4179,4607,3620,2153,3508,3801,14145,6279,3949,4056,7570,2849
b1867,57,141,275,150,127,95,33,98,43,53,199,208,198,79,155,72
b1868,51,83,100,67,52,29,34,41,33,31,98,150,103,31,53,54
b1869,97,247,240,205,80,109,72,66,94,55,378,315,197,88,180,98
b1870,224,305,146,156,93,170,157,102,156,85,563,347,111,128,161,121
b1871,425,516,329,439,196,248,326,160,333,204,901,414,353,216,371,186
b1872,88,187,415,393,234,146,100,128,68,107,219,286,195,194,150,165
b1873,17,55,109,112,63,20,13,40,14,16,41,112,71,37,32,47
b1874,85,115,197,175,136,63,41,99,42,61,117,110,113,98,96,76
b1875,89,248,306,189,168,84,60,116,82,116,277,317,252,106,218,110
b1876,4367,5426,2619,3578,1572,2862,3812,1477,3974,1564,9485,2234,2805,1951,3439,991
b1877,24,28,24,46,11,15,33,3,17,14,82,11,13,17,16,10
b1878,14,19,419,515,249,12,111,126,115,16,29,26,207,308,12,24
b1879,58,185,1957,2643,985,82,740,432,631,57,133,168,1038,1267,137,73
b1880,18,31,609,731,361,19,231,152,208,13,26,48,343,431,10,23
b1881,14,44,2384,3283,1410,27,738,509,673,21,31,35,1133,1639,19,36
b1882,36,77,6806,8741,3055,33,1738,1314,1562,33,137,50,3186,4030,86,30
b1883,36,73,7369,10044,3324,42,1832,1258,1614,43,140,67,3483,4010,68,26
b1884,4,2,604,683,357,2,151,114,143,3,6,4,260,390,3,6
b1885,21,19,8022,6252,4395,27,1674,1815,1739,30,44,68,3584,3636,21,43
b1886,4,25,10597,7647,6239,25,1684,2503,1880,18,12,30,4874,4510,10,33
b1887,16,20,2944,3080,1665,8,719,603,675,12,32,12,1279,1699,14,15
b1888,33,42,10348,10546,5513,39,2434,2413,2474,16,64,62,5448,5190,36,24
b1889,14,13,3560,3064,1691,4,845,689,762,8,30,23,1871,1527,8,11
b1890,10,7,3396,2800,1490,9,627,676,623,6,15,7,1759,1347,20,10
